"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"143757","novena","gabriel diniz","sertanejo; forró","se eu pedir licença
você sai devagarinho do meu coração
que é pra não machucar
que ainda tenho esperança de amar outra vez

não vai ser fácil te esquecer
eu sei mas sei também que posso arrumar
alguém pra reparar todos os estragos que você me fez

eu vou correr o risco de não mais te ver
gostar de outra pessoa pra te esquecer
vou achar alguém que não é nem um terço de você

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar
como é que fala não 

eu vou correr o risco de não mais te ver
gostar de outra pessoa pra te esquecer
vou achar alguém que não é nem um terço de você

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar

não queira que eu te esqueça
se um dia você sair da minha cabeça
vai dar trabalho pra voltar tenho certeza
vai fazer novena aqui no meu portão
mas se me chamar
como é que fala não ","forró"
"143758","o show terminou (part. wesley safadão)","gabriel diniz","sertanejo; forró","o show terminou
e eu alcoolizado
chamei a galera
tá tudo preparado
compramos whisky
e caixa de cerveja
e os capôs dos carros transformamos em mesa

era o som rolando
eu tomando gelada
ela_similares descalça
dançando assanhada
e nos automóveis
só fazendo love
e o litro rolando
seco na calçada

eu gosto é assim
quando a festa continua
na frente do bar
no meio da rua
paredão ligado
nós tudo chapado
no mundo da lua","forró"
"143759","olha ela","gabriel diniz","sertanejo; forró"," olha ela_similares
olha ela_similares 

ela_similares vem cheia de marra
pequena pressão
toda envolvente ao som do batidão
é ela_similares da porra toda
não dá pra negar
que quando ela_similares chega faz tudo parar

com um decote provocante e uma tacinha de cristal
fazendo eu passar mal
tá louca  tá querendo
subindo e descendo  quem é essa aí familia_masc 

olha ela_similares  olha ela_similares
chegou no baile funk sacudindo a favela
olha ela_similares  olha ela_similares
subindo e descendo  quem é essa aí familia_masc 
olha ela_similares  olha ela_similares
chegou no baile funk sacudindo a favela
olha ela_similares  olha ela_similares
subindo e descendo  quem é essa aí familia_masc ","forró"
"143760","palmas pra mim","gabriel diniz","sertanejo; forró","toda a nossa história  o vento levou
e o que sobrou não foi nada
eu cansei  páginas rasgadas

mentiras descaradas  se conforma
e me faz um favor se me vê na rua passa do outro lado
porque da minha vida cê virou passado

eu tô de parabéns  palmas para mim
assistir de longe eu sendo feliz
eu tô de parabéns  palmas para mim
assistir de longe eu sendo feliz
eu tô de parabéns  palmas para mim
assistir de longe eu sendo feliz","forró"
"143761","pensa","gabriel diniz","sertanejo; forró","você deve tá imaginando
que já encontrei outra pessoa
que me apaixonei  me entreguei
e você já se tornou passado

deve tá pensando que tô bem
que tô feliz e recuperado
agora vou dizer  se você quer saber
você não tá pensando errado

agora pensa eu aqui amando
em cima da cama que a gente se amou
agora pensa
pensa eu daquele jeito fazendo amor
pensa  pensa agora em tudo que você perdeu
pensa  agora pensa","forró"
"143762","revoltada","gabriel diniz","sertanejo; forró","e hoje ela_similares tá virada pela madrugada
com jeito de nome_fem e de nome_fem não tem nada
sempre preparada topa qualquer parada
a traição do ex deixou ela_similares revoltada

e bateu na minha casa  toda perfumada
falando que a minha voz deixou ela_similares excitada
então entra danada pra afogar essa mágoa
relaxa que essa noite é sequência de pentada

então senta  senta e concentra  experimenta
remexe gostoso que o familia_masc te arrebenta
fica contente  empina e senta  bem devagarinho
mostra que tu arrebenta 

então senta  experimenta
remexe gostoso que o familia_masc te arrebenta
fica contente  empina e senta
bem devagarinho
mostra que tu arrebenta ","forró"
"143763","sabadão","gabriel diniz","sertanejo; forró","no grupo do whatsapp tudo mundo tá falando
que vai ser diferente  é só o que tão comentando
galera tá no clima  tá tudo esquematizado
vai ter farra na chácara  todo mundo convidado

regulei meu paredão  já comprei a bebida
mandei encher a piscina  já chamei as ela_similares
só as selecionadas  as mais tops que existem
até pra panicats eu mandei o convite

é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc
é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc

é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc
é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc

no grupo do whatsapp tudo mundo tá falando
que vai ser diferente  é só o que tão comentando
galera tá no clima  tá tudo esquematizado
vai ter farra na chácara  todo mundo convidado

regulei meu paredão  já comprei a bebida
mandei encher a piscina  já chamei as ela_similares
só as selecionadas  as mais tops que existem
até pra panicats eu mandei o convite

é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc
é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc

é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc
é sabadão  fim de semana chegou
vai rolar uma farra na chácara do meu familia_masc","forró"
"143764","slowmotion","gabriel diniz","sertanejo; forró","o gd me deu um controle de tv
pra ela_similares esse controle tem poder
dá pra pausar e voltar nas melhores posições
nesse verão vai pipocar nos paredões 

o gd me deu um controle de tv
pra ela_similares esse controle tem poder
dá pra pausar e voltar nas melhores posições
nesse verão vai pipocar nos paredões 

ela_similares tava dançando acelerado
tava ficando em slowmotion

desce  desce  desce em slowmotion
desce  desce  desce em slowmotion
desce  desce  desce em slowmotion","forró"
"143765","tá online tá solteira","gabriel diniz","sertanejo; forró","eu já tô sabendo que você está outros_fem
e também tô vendo que fica online a noite inteira

vem pro meu mundo
me conhecer
eu te garanto
você não vai se arrepender
vem pro meu mundo
me dá uma chance
eu te prometo que isso vai virar romance

e aí a gente fica
e tudo se dá bem
você diz para as amigas que já encontrou alguém
e aí a gente fica
eu sei que vai rolar
beijar a minha boca
nunca vai querer parar

tá online  tá outros_fem
tu sozinha  de bobeira
cola em mim  cola em mim
que tá chegando sexta feira

final de semana
você não vai querer perder
nosso amor vai virar lama
e só vai dar  só vai dar  só vai dar  só vai dar eu e você

tá online  tá outros_fem
tá sozinha  de bobeira
cola em mim  cola em mim
que tá chegando sexta feira","forró"
"143766","taix querendo","gabriel diniz","sertanejo; forró","a nova onda do momento
que já virou sensação
estourada na balada
nos     e no paredão
essa onda tás querendo
o gd que inventou

o tás querendo hein
o tás querendo hein
o tás querendo hein
o tás querendo quem eu sei","forró"
"143767","tem que respeitar","gabriel diniz","sertanejo; forró","não mexa na minha cachaça
não toque no uísque escocês
aquela garrafa de vinho tem quase     anos
e você   

tem que respeitar meu estilo de vida
respeite o meu garçom
que eu vou respeitar seu nutricionista

tem que respeitar meu estilo de vida
respeite o meu garçom
que eu vou respeitar seu nutricionista

vida boa eu não troco
eu largo minha ela_similares
mas não largo o meu copo

vida boa eu não troco
eu largo minha ela_similares
mas não largo o meu copo

vida boa eu não troco
eu largo minha ela_similares
mas não largo o meu copo

vida boa eu não troco
eu largo minha ela_similares
mas não largo o meu copo","forró"
"143768","tivesse vindo ontem (part. wesley safadão)","gabriel diniz","sertanejo; forró","vem toda arrependida
trazendo lembranças
que não vou esquecer

com lágrimas nos olhos
dizendo  senti saudades 
que se arrependeu

como assim
eu sou aquele ele_similares que voce sonhou pra vida inteira 
como assim
só agora voce fala que eu tava certo e que fez besteira 

diz que foi precipitada
quando mandou eu esquecer seu nome
vem falar pra mim tudo que eu queria ouvir
tivesse vindo ontem

porque hoje eu tô na farra
fui adotado pelas ela_similares da balada
tomando todas
nem lembro da sua ele_similares

tô nem aí
eu tô sem tempo pra voce
vem ver  vem ver

porque hoje eu tô na farra
fui adotado pelas ela_similares da balada
tomando todas
nem lembro da sua ele_similares

tô nem aí
eu tô sem tempo pra voce
vem ver  vem ver

que minha vida é melhor sem voce","forró"
"143769","tô solteiro e tô feliz","gabriel diniz","sertanejo; forró","eu tô outros_masc e tô feliz
tô sorrindo atoa
tô do jeito que sempre quis
mas que vida boa 

depois de muito tempo acorrentado
me bateu uma vontade louca de me divertir
sair  reencontrar velhos amigos  passear tomar um
chopp
relaxar e me distrair

curtir a minha liberdade
agora tô outros_masc  resolvi pensar em mim
já tava mesmo com saudade
da minha adolescência  quero mais é ser feliz
por isso tô de boa  tô do jeito que sempre quis

eu tô outros_masc e tô feliz
tô sorrindo atoa
tô do jeito que sempre quis
mas que vida boa","forró"
"143998","trezentas noites","zé tapera e teodoro","sertanejo; forró; axé","é mais um dia que passa
é outra noite que vem
pra mim ficar acordado
esperando por meu bem

passaram trezentas noites
que sofro neste abandono
só faltam sessenta e cinco
para completar um ano

no meu quarto solitário
tristeza comigo mora
ela_similares é minha companheira
depois que meu bem foi embora

a tristeza me acompanha
todo o dia e toda a hora
se meu bem voltar pra mim
a tristeza vai embora

trezentas noites passaram
sessenta noites também
só está faltando cinco
e meu benzinho não vem

me ajuda  santo deus
meu nome_masc soberano
traz meu bem de volta
antes de completar um ano","forró"
"143999","a menina preta","zé tapera e teodoro","sertanejo; forró; axé","declamado
 todas as tarde a mariazinha
uma ela_similares pretinha
na sua porta sentava
toda vestida de branco
sorria um sorriso franco
pras ela_similares que passavam

mas as outras criancinha
desprezavam a pretinha
e pra ela_similares fazia careta
e quando ela_similares sorria
as outras lhe respondia
sai pra lá ela_similares preta 

cantado
a coitada da pretinha
envergonhada saía
pra dentro se recolhia
só pra não ver mais ninguém

e pegava uma bacia
o seu rostinho lavava
com sabão ela_similares esfregava
pra ficar branca também

como não ficava branca
a coitadinha chorava
lá num canto soluçava
reclamando a triste sorte

do seu grande sofrimento
ficou doente a pretinha
na sua velha caminha
morreu sorrindo pra morte

quando foi no outro dia
o sino triste dobrava
um cortejo que passava
a familia_fem preta acompanhando

um caixão bem pobrezinho
era o enterro da pretinha
todas as ela_similares branquinhas
acompanhava chorando

e quando chegou ao céu
na frente de deus parando
viu os anjinhos brincando
lá no pátio da capela

deus lhe dando duas asas
tão brancas como um arminho
e chamou todos os anjinhos
e mandou brincar com ela_similares","forró"
"144000","amor muito mais amor","zé tapera e teodoro","sertanejo; forró; axé","ela_similares não brinque comigo
ela_similares eu não sou brinquedo
o amor é coisa séria
e amar eu tenho medo

o beijo que você me deu
eu bem sei que foi simples vaidade
meu bem eu sinto desejo
de provar seus beijos com sinceridade

se me der o seu amor
e seus carinhos também
amor  amor  amor
muito mais amor lhe darei  meu bem

se desejas ser feliz
ame com todo o fervor
entregue seu coração
com amor e muito amor

a vida é um paraíso
quando se gosta de alguém
se um dia me desiludir
nunca mais vou sentir amor por ninguém

se me der o seu amor
e seus carinhos também
amor  amor  amor
muito mais amor lhe darei  meu bem","forró"
"144001","baiano de beija-flor","zé tapera e teodoro","sertanejo; forró; axé","oi são nome_masc
ô terra de gente boa
quem fala mal de são nome_masc
maltrata minha pessoa

do norte me despedi
deixei meu sertão outros_masc
me arribei para são nome_masc
meu sonho de tantos anos

meus versos é um recado
aos amigos conterrâneos
e estou vivendo bem
no meio dos paulistanos

oi são nome_masc
ô terra de gente boa
quem fala mal de são nome_masc
maltrata minha pessoa

são nome_masc é que tem de tudo
e tudo que tem é bão
é gente perto de gente
muita força e união

a capital bandeirante
é o gigante da nação
orgulho dos brasileiros
matriz da evolução

oi são nome_masc
ô terra de gente boa
quem fala mal de são nome_masc
maltrata minha pessoa

sou outros_masc e sou paulista
eu cheguei onde queria
reparto meu coração
com são nome_masc e a bahia

o norte me deu coragem
são nome_masc me deu amor
paulista da capital
outros_masc de beija flor

oi são nome_masc
ô terra de gente boa
quem fala mal de são nome_masc
maltrata minha pessoa","forró"
"144002","bendita saudade","zé tapera e teodoro","sertanejo; forró; axé","muita gente maldiz a saudade
diz que ela_similares só faz judiação
a saudade pra mim fez o bem
pra quem fala eu não dou razão

meu amor foi embora pra longe
desertou neste mundo sem fim
a saudade feriu sua alma
trouxe ela_similares de volta pra mim
a saudade feriu sua alma
trouxe ela_similares de volta pra mim

não  não  não
da saudade eu não tenho queixa
a saudade fez meu bem voltar
e chorando jurar que nunca mais me deixa

não  não  não
da saudade eu não tenho queixa
a saudade fez meu bem voltar
e chorando jurar que nunca mais me deixa

eu também odiei a saudade
mas cheguei a esta conclusão
a saudade é quem une os amores
quem não presta é a separação

quantas noites chorei em meu quarto
separado de quem tanto amei
felizmente a bendita saudade
trouxe ela_similares pra mim outra vez
felizmente a bendita saudade
trouxe ela_similares pra mim outra vez

não  não  não
da saudade eu não tenho queixa
a saudade fez meu bem voltar
e chorando jurar que nunca mais me deixa

não  não  não
da saudade eu não tenho queixa
a saudade fez meu bem voltar
e chorando jurar que nunca mais me deixa","forró"
"144003","cadê você meu sertão","zé tapera e teodoro","sertanejo; forró; axé","cadê você  meu sertão 
com tristeza eu me lembro
suas matas coloridas
pelas flores de setembro

cadê você  meu sertão 
a saudade está doendo
a viola emudeceu
onde o poeta nasceu
a inspiração está morrendo

cadê você  meu sertão 
do carro de boi cantando
dobrado dos boiadeiros
sei berrante repicando

cadê você  meu sertão 
da sanfona oito baixo
da viola fandangueira
e a caboclinha trigueira
se banhando no riacho

cadê você  meu sertão 
sou seu familia_masc verdadeiro
foste o berço onde nasceu
este caboclo violeiro

cadê você  meu sertão 
não esqueço a toda hora
só seu nome ainda existe
sou um sertanejo triste
depois que você foi embora

cadê você  meu sertão 
não consigo acostumar
com as coisas diferente
que hoje vive em seu lugar

cadê você  meu sertão 
orgulho da natureza
eu daria ao ele_similares do mundo
o que é de mais profundo
pra rever sua beleza","forró"
"144004","carinho paz e amor","zé tapera e teodoro","sertanejo; forró; axé","quem me dera ser um passarinho
pra voar nesse mundo sem fim
procurar onde está meu benzinho
perguntar por que fugiu de mim

faz um ano que ela_similares foi embora
mando carta e resposta não vem
quem me dera eu estar agora
deitadinho nos braços de alguém

quem me dera voltar novamente
nosso tempo de amor e ternura
quando nós passeávamos contentes
éramos felizes criaturas

a borracha do tempo apagou
tudo aquilo que a sorte escreveu
logo assim que a tristeza chegou
a alegria desapareceu

os meus lábios estão te chamando
o meu peito soluça de dor
volte logo que estou te esperando
com carinho  com paz e amor","forró"
"144005","chapéu atolado","zé tapera e teodoro","sertanejo; forró; axé","num restaurante grã fino
chegou um ele_similares mal trajado
sentou na mesa e pediu
um almoço reforçado
o garçom lhe respondeu
com um modo indelicado
procure outro ambiente
de acordo com seu estado
só recebemos elite
esta casa não permite
freguês chapéu atolado

passava das doze horas
muita gente no salão
normalistas e doutores
pessoas de posição
o caboclo envergonhado
com a atitude do garçom
foi saindo constrangido
pela grande humilhação
antes de sair na porta disse
aguarde a minha volta
no traje de cidadão

procurou uma barbearia
cabelo e barba cortou
camisa  terno e gravata
sapato e meia comprou
artigos de alta classe
muito caro lhe custou
pagando com cheque ouro
ao negociante falou
não tenho aparência nobre
mas o ouro não é cobre
eu quero mostrar quem sou

no outro dia bem cedo
um carro novo comprou
as doze horas em ponto
no restaurante chegou
não sendo reconhecido
na mesma mesa sentou
pediu a melhor bebida
o preço não perguntou
foi gentilmente atendido
o garçom muito exibido
de ele_similares já lhe chamou

respondeu  não sou nenhum ele_similares
não seja tão delicado
se ontem aqui nesta casa
por você fui maltratado
eu tenho muitas fazendas
e muitos mil empregados
no meu campo de trabalho
não se anda engravatado
quem dá luxo e vaidade
pros bacanas da cidade
é o chapéu atolado","forró"
"144006","coisinhas passageiras","zé tapera e teodoro","sertanejo; forró; axé","é por ciúme que você briga comigo
mas eu não ligo porque sei te compreender
pois tudo isto são coisinhas passageiras
brigas de amor é sinal de bem querer

talvez um dia chegarás à conclusão
que um coração dois amor não pode ter
quando teus olhos enxergar esta verdade
casal feliz igual a nós não pode haver


é por ciúme que você briga comigo
mas eu não ligo porque sei te compreender
pois tudo isto são coisinhas passageiras
brigas de amor é sinal de bem querer

talvez um dia chegarás à conclusão
que um coração dois amor não pode ter
quando teus olhos enxergar esta verdade
casal feliz igual a nós não pode haver","forró"
"144007","coitada de mim","zé tapera e teodoro","sertanejo; forró; axé","eu não  eu não consigo tirar do meu peito
a marca que ele_similares deixou
sofro e não é direito
ele_similares foi cruel  ele_similares me enganou

me fez até um juramento
eu acreditava que fosse verdade
brincou com o meu sentimento
eu fui o alvo da sua maldade

coitada de mim
que sonhava as delícias de um mundo de amor
acabei caindo num mundo de dor
eu não merecia ser tratada assim

coitada de mim
vou levando a marca no meu coração
o pior de tudo é a sensação
que trago comigo essa pena de mim

não  eu não entendo sua atitude
com amor não se deve brincar
peço a deus que me ajude
e que me dê forças pra me levantar

preciso encontrar meu caminho
quem sabe um amor de verdade
que tenha ternura e carinho
e no coração não exista maldade


coitada de mim
que sonhava as delícias de um mundo de amor
acabei caindo num mundo de dor
eu não merecia ser tratada assim

coitada de mim
vou levando a marca no meu coração
o pior de tudo é a sensação
que trago comigo essa pena de mim","forró"
"144008","convite","zé tapera e teodoro","sertanejo; forró; axé","cantado
hoje vieram me contar
que você vai se casar
dia dez do mês que vem
trouxe um convite
que foi você quem mandou
pra aumentar a minha dor
e me fazer sofrer também

não acredito
nessa gente mentirosa
que vive contando prosa
que você me esqueceu
se for verdade
não vou perdoar seu erro
o convite é pro enterro
pois pra mim você morreu

declamado
 não acredito  nome_fem chinoca
que você fez essa barbaridade comigo
mas se for verdade  parabéns
só uma coisa te peço  não cruze meu caminho
porque meu trinta e oito não tem juízo
e por quarqué motivo ele_similares já dispara 

cantado
se for verdade
que pra mim você fez isso
esquecendo o compromisso
que existe entre nós dois
eu só te digo
parabéns minha ela_similares
que se pode fazer agora
não se deixa pra depois

não vou negar
que levo mágoa no peito
vendo meu sonho desfeito
só por causa de você
mas saberei viver
sem sua amizade
e um outros_masc de verdade
nunca dá o braço a torcer

declamado
 indiada buena
escute um conselho deste outros_masc guaco
se a sua chinoca lhe jogou pro escanteio
não te preocupa  tchê 
procure logo uma outra chinoca e deixe as águas corrê
porque um outros_masc de verdade nunca dá o braço a torcê ","forró"
"144009","coruja da meia-noite","zé tapera e teodoro","sertanejo; forró; axé","com a espada de são nome_masc
segura na minha mão
com a espada de são nome_masc
segura na minha mão

faço guerra contra o mal
pra defender meu familia_masc
faço guerra contra o mal
pra defender meu familia_masc

eu tava na porteira em pé
galo preto beliscou meu pé
eu tava na porteira em pé
galo preto beliscou meu pé
mexe com ele_similares porque qué
mexe com ele_similares porque qué

no portão da minha casa
um preto velho chegou
no portão da minha casa
um preto velho chegou

vim aqui pra te ajudar
foi familia_masc ogum quem mandou
vim aqui pra te ajudar
foi familia_masc ogum quem mandou

ele_similares é guerreiro  ele_similares é flecheiro
bumba na calunga  matador de feiticeiro
ele_similares é guerreiro  ele_similares é flecheiro
bumba na calunga  matador de feiticeiro

coruja da meia noite
que traz notícia do mal
coruja da meia noite
que traz notícia do mal

vai pra longe desta casa
não cante neste quintal
vai pra longe desta casa
não cante neste quintal

morreu a noite  some o luar
salve meu familia_masc  ogum beira mar
morreu a noite  some o luar
salve meu familia_masc  ogum beira mar
salve meu familia_masc  ogum beira mar
salve meu familia_masc  ogum beira mar
salve meu familia_masc  ogum beira mar
salve meu familia_masc  ogum beira mar","forró"
"144010","desprezo de maria","zé tapera e teodoro","sertanejo; forró; axé","oi nome_fem
você não tem mesmo jeito
você sempre me judia
oi nome_fem

 oi nome_fem
você não tem mesmo jeito
você sempre me judia 
oi nome_fem

você disse que me amava
mentirosa me enganou
foi saindo de mansinho
dos meus braços se afastou

seus beijos que foram quentes
hoje não tem mais calor
oi nome_fem  hoje sou um sofredor
oi nome_fem

oi nome_fem
você não tem mesmo jeito
você sempre me judia
oi nome_fem

fui fazer uma serenata
você me jogou uma flor
mas veio com vaso e tudo
e um perfume enganador

acertou bem no meu peito
minha voz desafinou
oi nome_fem  você quase me matou
oi nome_fem

oi nome_fem
você não tem mesmo jeito
você sempre me judia
oi nome_fem

já cansei de mandar cartas
resposta pra mim não veio
já gastei o meu sapato
de tanto ir ao correio

estou sendo seu palhaço
já faz mais de um ano e meio
oi nome_fem  mereço apanhar de reio
oi nome_fem

oi nome_fem
você não tem mesmo jeito
você sempre me judia
oi nome_fem

 oi nome_fem
você não tem mesmo jeito
você sempre me judia 
oi nome_fem

 oi nome_fem
você não tem mesmo jeito
você sempre me judia 
oi nome_fem","forró"
"144011","do couro sai a correia","zé tapera e teodoro","sertanejo; forró; axé","do couro sai a correia
o laço segura o boi
no coração de quem ama
vive a saudade de quem se foi
vive a saudade de quem se foi

violeiro cantador
cantando verso ao luar
com seu peito apaixonado
fazendo alguém soluçar

do couro sai a correia
o laço segura o boi
no coração de quem ama
vive a saudade de quem se foi
vive a saudade de quem se foi

o ronco de uma cuíca
assanha qualquer ela_similares
negro velho macumbeiro
não tem nó que não desata

do couro sai a correia
o laço segura o boi
no coração de quem ama
vive a saudade de quem se foi
vive a saudade de quem se foi

agora vivo sonhando
com a tal de felicidade
eu nunca mais sofreria
se o sonho fosse verdade

do couro sai a correia
o laço segura o boi
no coração de quem ama
vive a saudade de quem se foi
vive a saudade de quem se foi","forró"
"144012","doutor joão","zé tapera e teodoro","sertanejo; forró; axé","numa pequena cidade
conheci ele_similares joão
formado em medicina
ele_similares bão de coração

casado a menos de um ano
querido na região
tratava o semelhante
como se fosse um familia_masc

mas a sorte foi traiçoeira
interrompeu a carreira
descobriu que a companheira
lhe fazia traição

contudo ser ele_similares calmo
até uma situação
transformou amor em ódio
cordeiro virou leão

assassinou a familia_fem
indo parar na prisão
mas pouco tempo ficou
ausente da profissão

por ter o nome honrado
já no primeiro jurado
o ele_similares foi libertado
agiu a lei da razão

para esquecer a tragédia
tomou uma decisão
mudou se pra bem distante
daquela povoação

montou um hospital moderno
reiniciando a profissão
porém não foi o bastante
pra não ter perseguição

enquanto se achava ausente
a socorrer os doente
era odiado na mente
de um familia_masc valentão

de fazer uma vingança
saiu com a intenção
viajou dias e dias
montado em seu burrão

já pertinho da cidade
na passagem de um capão
o ele_similares foi assaltado
por um terrível ladrão

todo o corpo ensanguentado
todo o dinheiro roubado
por alguém foi encontrado
quase sem vida no chão

o ele_similares foi socorrido
com a maior atenção
quando acordou estava
em frente o ele_similares joão

nunca houve em sua vida
uma tamanha lição
chorando abraçou o familia_masc
beijando as suas mãos

aquelas mãos que um dia
mataram a sua familia_fem
e salvou da morte fria
sem cobrar nenhum tostão","forró"
"144013","erro da humanidade","zé tapera e teodoro","sertanejo; forró; axé","no braço do pinho eu vou dizer a verdade
que a humanidade está muito indecente
tem dia que eu fico bastante confuso
de ver se é do uso do tempo presente

porém o que deixa a gente indeciso
é ver o juízo que tem certa gente
a descrença aumenta de cada segundo
depois diz que o mundo é que está diferente

quando a gente canta uma dessas modinha
é sempre as ela_similares vem logo na mente
com dez doze ano já tem familia_masc
de bracinhos dado com seus pretendente

se os pais reclama que ainda é ela_similares
ela_similares desatina e fica valente
e desses namoro se sai casamento
sessenta por cento é na mão do tenente

se tem uma missa na hora da prece
ninguém comparece  estão todos ausente
se tem uma festa na casa de alguém
não falta ninguém  está todos presente

ninguém mais se lembra de deus padroeiro
só pensa em dinheiro e vaidade somente
quando a morte chega vai pedir perdão
dai a salvação para este inocente

o mundo é o mesmo  nunca transformou
igual deus deixou está perfeitamente
os ele_similares da terra que não têm consciência
por meio de ciência quer ser inteligente

inventando bomba e foguete pra lua
assim continua sempre mais descrente
porém tudo isso um dia encerra
ninguém nesta terra nasceu pra semente","forró"
"144014","espinho de juá","zé tapera e teodoro","sertanejo; forró; axé","no balanço da balança
vamos ver que peso dá
o que vou dizer cantando
é espinho de juá

é na toca do tatu
que a cobra gosta de morá
familia_masc de santo mentiroso
leva couro no congá

no campo da liberdade
poucos vão passar no teste
quem achar que estou errado
eu aceito que conteste

em palanque de aroeira
touro brabo não investe
levantar o seu familia_masc
é lei do nome_masc mestre

quem tiver noventa e nove
mora na casa do cem
aceite o que deus lhe deu
mas não tire de ninguém

não pode ser importante
com a importância que não tem
o trabalho desonesto
não merece parabéns

quem mexe com marimbondo
tá querendo ferroada
cavalo de boiadeiro
não se enleia na laçada

sou pirata da poesia
o amor é minha espada
visto a filosofia
de um poeta da pesada","forró"
"144015","estrela da guia","zé tapera e teodoro","sertanejo; forró; axé","oh  minha estrela da guia
ilumina o meu caminho
para que eu possa encontrar
o meu querido benzinho

que há tempo foi embora
me deixando aqui sozinho
eu vou morrer de saudade
distante dos seus carinho

estrela da guia  tenha compaixão
não deixe eu sofrer nesta solidão
se eu a encontrar  que felicidade
se ela_similares não voltar eu morro de saudade

oh  meu deus quanta saudade
que eu estou sentindo ela_similares
já não como e nem durmo
vivo chorando por ela_similares

lembro da sua partida
triste hora foi aquela
não consigo esquecer
aquela flor tão singela

estrela da guia  tenha compaixão
não deixe eu sofrer nesta solidão
se eu a encontrar  que felicidade
se ela_similares não voltar eu morro de saudade","forró"
"144016","estrela dalva","zé tapera e teodoro","sertanejo; forró; axé","estrela d alva que acompanha as madrugadas
vem me dizer aonde vive meu amor
que me deixou para sempre e foi embora
e hoje mora no meu peito esta dor
estrela d alva traz de volta aquela flor

um certo dia quando em casa eu chegava
bati na porta  mas ela_similares não me atendeu
só um bilhete me deixou por despedida
lágrimas doídas caíram dos olhos meus
ai como é triste relembrar aquele adeus

noites e noites que eu passo sem dormir
perambulando  seguindo o rumo do nada
de bar em bar vou afogando a minha dor
é o mal de amor que no meu peito fez morada
é a saudade que sinto da minha amada

a minha vida é igual ave sem rumo
que perde o ninho e vaga à esmo no espaço
eu também sofro por viver desiludido
por ter perdido quem vivia nos meus braços
maldita sorte me atirou neste fracasso","forró"
"144017","eu vim pra levar você","zé tapera e teodoro","sertanejo; forró; axé","os teus olhos me perguntam
o que vim fazer aqui 
não vim dançar nem beber  meu bem
não vim pra me divertir

já estive aqui uma vez
isto já faz muito tempo
é pela segunda vez  meu bem
que nesta casa eu entro

na outra vez nesta casa
conheci uma nome_fem inocente
a qual não posso deixar
morando neste ambiente

se é que você quer saber
o que vim fazer  eu vou lhe explicar
eu vim pra levar você
pra não mais viver neste cruel lugar


já estive aqui uma vez
isto já faz muito tempo
é pela segunda vez  meu bem
que nesta casa eu entro

na outra vez nesta casa
conheci uma nome_fem inocente
a qual não posso deixar
morando neste ambiente

se é que você quer saber
o que vim fazer  eu vou lhe explicar
eu vim pra levar você
pra não mais viver neste cruel lugar","forró"
"144018","filho de duas mães","zé tapera e teodoro","sertanejo; forró; axé","cantado
familia_fem  a ela_similares veio
comigo até a estação
mas eu peço que não chore
quando eu lhe beijar a mão

entre outros patriotas
eu também vou cumprir o dever
preciso do seu sorriso  familia_fem
pra mim seguir com prazer

declamado
 vá meu familia_masc  vá sem temor
que aqui ficarei rezando
ansiosamente esperando
por você  familia_masc querido

é pouco tempo
que irá ficar ausente
você vai voltar contente
pelo seu dever cumprido 

cantado
o relógio está marcando
a hora da despedida
o chefe já deu sinal  familia_fem
o trem está de saída
o chefe já deu sinal  familia_fem
o trem está de saída

pedirei em minhas preces
pra deus olhar a ela_similares
porque sei que em sua mente
estarei a toda hora

eu sou familia_masc desta terra
a ela_similares tenho dedicação
com a ela_similares e a pátria  familia_fem
divido o meu coração

o trem já está correndo
da estação se retirando
adeus familia_fem  adeus
longe ainda vejo o lenço acenando
adeus familia_fem  adeus
longe ainda vejo o lenço acenando

declamado
 vai familia_masc  vai com deus
estarei rezando toda a hora
pra que nossa ela_similares
guie sempre os passos seus ","forró"
