"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"431","essa tal liberdade","só pra contrariar","pagode","o que é que eu vou fazer com essa tal liberdade se estou na solidão pensando em você eu nunca imaginei sentir tanta saudade meu coração não sabe como te esquecer eu andei errado  eu pisei na bola troquei quem mais amava por uma ilusão mas a gente aprende a vida é uma escola não é assim que acaba uma grande paixão quero te abraçar quero te beijar te desejo noite e dia quero me prender todo em você você é tudo o que eu queria o que é que eu vou fazer com esse fim de tarde pra onde quer que eu olhe lembro de você não sei se fico aqui ou mudo de cidade sinceramente amor não sei o que fazer eu andei errado  eu pisei na bola achei que era melhor cantar outra canção mas a gente aprende a vida é uma escola eu troco a liberdade pelo teu perdão quero te abraçar quero te beijar te desejo noite e dia quero me prender todo em você você é tudo que eu queria","pagode"
"435","temporal","art popular","pagode","faz tempo que a gente não é aquele mesmo par faz tempo que o tempo não passa é só você estar aqui até parece que adormeceu o que era noite já amanheceu cadê aquele nosso amor naquela noite de verão agora a chuva é temporal e todo céu vai desabar éh  até parece que o amor não deu até parece que não soube ama  a  a  ar você reclama do meu apogeu   do meu apogeu   e todo o céu vai desabar  ah ah ah ah ah    ah ah ah ah  ai    desabou  me iludiu ","pagode"
"449","marrom bombom","os morenos","pagode","a gente tem tudo pra dar certo fica comigo com você por perto é tudo tão bonito fica comigo na beira da praia de frente pro mar fica comigo menina é gostoso demais te amar eu te preciso tira a calça jeans  bota o fio dental morena você é tão sensual tira a calça jeans  bota o fio dental morena você é tão sensual na areia nosso amor no rádio o nosso som tem magia nossa cor nossa cor marrom marrom bombom  marrom bombom","pagode"
"452","cigana - ao vivo","raça negra","pagode","não deixe o tempo acabar com nosso amor eu faço tudo e o impossível e você não dá valor te amo como um louco estou morrendo aos poucos você parece estar feliz pisando sobre mim desesperadamente eu choro por você meu coração carece do seu amor  do seu amor  então vem  então vem  maltrata de vez  maltrata de vez  estou com saudade e a sua maldade me faz delirar te perder te perder te perder eu não vou resistir  eu não vou resistir  eu vivo sofrendo estou te querendo nasci pra você cigana","pagode"
"464","caçamba","molejo","pagode","traz a caçamba  traz a caçamba que o samba taí pintando no pedaço quem é black não vai resistir traz a muamba  traz a muamba e joga tudo aí descola a tua mola e decola a banda vai zunir eu trouxe a corda só me falta a caçamba e sei que você tem não negue que você gosta de samba e samba como ninguém está tudo aí que papo legal estão dizendo lá no gueto que você tem um swing legal está tudo aí que papo legal mas eu prometo que você vai ser o enredo do meu carnaval","pagode"
"531","refém","dilsinho","pagode","aconteceu minha vida estava no lugar tudo parecia se encaixar foi quando eu te vi escureceu tudo que era verdadeiro em mim num instante  foi chegando ao fim foi quando eu te vi e as loucuras dentro do cinema aquela linda cena que a gente viveu e num quarto de motel barato o espelho enfumaçado e um recado seu uma paixão de contos literários você é julieta  e eu o seu romeu o amor proibido  em sigilo  que faz bem você me arranha e  no final de tudo  sou eu quem apanha inventando sempre uma desculpa estranha pra disfarçar as marcas desse nosso amor para  por favor  tô falando sério pra que se apressar em revelar o mistério              this lyrics is not for commercial use                        ","pagode"
"552","pirata e tesouro - ao vivo","ferrugem","pagode","lá rá iá lá rá iá txu ru ru ru ru ru lá rá iá lá rá iá amar é tão sagrado pra quem sabe amar jamais confunda amor com se acostumar tem que pulsar  tem que apostar a todo tempo pra que o nosso sentimento possa renovar hipocrisia é pintar amor só de faixada quando chega em casa cada um vai pro seu lado não tem cheiro  nem abraço  nem carinho boa noite sem beijinho  dorme junto  separado tem casal que expõe tanta foto na rede não é de verdade tem casal que se ama demais e preserva sua intimidade eu ainda acredito na boda de prata e na boda de ouro tem amor que é pirata  tem amor que é tesouro quando a gente se ilude a cabeça pira é mentira  é mentira e quando a gente se completa é só felicidade é verdade  é verdade quando a maré não tá pra peixe o barco vira             this lyrics is not for commercial use                        ","pagode"
"559","é natural (participação especial de bruno cardoso) - ao vivo","ferrugem","pagode","eu sei que vou sofrer um tempo é natural não é assim que some quem dera eu acordasse amanhã sem lembrar de nada  nem seu nome difícil vai ser te reencontrar e fingir que estou bem  que não me abalei e agir naturalmente pra você não ver que dentro dos meus olhos reflete você será que eu vou conseguir sorrir com o coração chorando e se você me abraçar eu vou fingir que tou sonhando por um segundo acreditar que a gente ainda tá namorando toda vez que eu tento te esquecer me lembro mais e tudo que eu faço tem um pouco de você             this lyrics is not for commercial use                        ","pagode"
"574","vamo de pagodin","mc daniel","pagode","dj wn e aí  dj gm  aqui é o mandrake na voz vamo de pagodin tapa no pandeiro e um gole no gin chega cair lágrima do cavaquin tá chorando é o wn  samba de malandro sobe poeira do pé da mulata da sandália de prata a sereia sambando pros pirata a pisada da nega é diferente que o coração dos maloca dispara para tudo deixa só na percussão do surdo  aff desce mais brahma pra refrescar chegou sexta feira pendura a chuteira fejuca na mesa e no repertório é arte popular festa em alto mar um brinde pros verdadeiro que nunca falte dinheiro se faltar  nós vai buscar deixa eles falar vou dar tchau pros fofoqueiro hoje nós é o marinheiro bota as carne pra assar  vamo de pagodin   vamo de pagodin   vamo de pagodin   vamo de pagodin  vamo de pagodin tapa no pandeiro e um gole no gin chega cair lágrima do cavaquin tá chorando é o wn  samba de malandro sobe poeira do pé da mulata da sandália de prata a sereia sambando pros pirata a pisada da nega é diferente que o coração dos maloca dispara para tudo deixa só na percussão do surdo  aff desce mais brahma pra refrescar chegou sexta feira pendura a chuteira fejuca na mesa e no repertório é arte popular festa em alto mar um brinde pros verdadeiro que nunca falte dinheiro se faltar  nós vai buscar deixa eles falar vou dar tchau pros fofoqueiro hoje nós é o marinheiro bota as carne pra assar  vamo de pagodin   vamo de pagodin   vamo de pagodin   vamo de pagodin   mc paulin da capital  dj wn e aí  dj gm  aqui é o mandrake na voz","pagode"
"588","apaguei pra todos - ao vivo","ferrugem","pagode","olha o que a saudade fez comigo inventei de ouvir um audio antigo e chorei  lembrei da sua voz aqui no meu ouvido eu jurava que tinha esquecido mas quando eu vi suas fotos foi ladeira abaixo ai eu fui ficando preocupado senti saudade daquela conversa ate tentei acelerando o audio mas a saudade nao passou depressa eu ja digitei  apaguei digitei de novo eu ja te xinguei  enviei apaguei pra todos escrevi te amo te odeio me esquece volta comigo olha o que a saudade faz olha o que a saudade fez comigo","pagode"
"726","em busca da minha sorte - ao vivo","thiaguinho","pagode","hoje eu acordei com o pé direito e resolvi agradecer por cada feito olha onde eu tô  deus é perfeito eu tive medo  mas eu fui com medo mesmo um dia eu sonhei com tudo isso aqui se não aconteceu ainda está por vir tô na minha vibe numa boa sei que vou chegar o que é meu ninguém pode tirar é eu vou seguindo de cabeça em pé eu perco tudo  mas não perco a fé eu tô em busca da minha sorte eu tô no corre e sabe como é não desista antes de acontecer tem alguém que se inspira em você e por mais que a noite pareça escura tá perto de amanhecer","pagode"
"727","me bloqueia (ao vivo)","ferrugem","pagode","te ver com outra pessoa eu não imaginava que iria ficar assim o coração chegou até errar as batidas eu ainda te espero chegar a minha cama ainda tem seu lugar  seu cheiro o jeito que a gente se amava mas eu vou te pedir um favor me bloqueia das mensagens e da sua vida eu choro toda vez que penso em nós dois lembro dos bons momentos que a gente viveu e vai embora mesmo eu odiando despedidas me deixa aqui sozinho cuidando das feridas","pagode"
"728","garota nota 100","mc marcinho","pagode","  hoje eu vim para poder falar para poder contar o que passou falar das coisas que ficou guardado e que eu deixei de lado aquele amor meu coração pois já te entreguei pois quando te beijei me apaixonei só hoje que o tempo já passou que eu pude perceber que eu errei    igual a você eu sei que não tem  de   a    te dou nota      e até hoje eu lembro de ti e ainda sonho que um dia você vem     os seus carinhos eram verdadeiros eram um pouco faceiro me fascinou e até hoje ainda sinto saudade daquele olhar do seu amor ainda me lembro daquele sorriso que era tão bonito e se acabou e até hoje procuro um alguém para me esquecer do seu amor     igual a você eu sei que não tem  de   a    te dou nota      e até hoje eu lembro de ti e ainda sonho que um dia você vem     com um simples toque de um segundo já estávamos juntos pra valer  foi então pela primeira vez que eu pude conhecer o que é o prazer foi uma noite linda de amor a luz de um luar eu e você pois parecia que estava sonhando nós dois nos amando até a amanhecer     igual a você eu sei que não tem  de   a    te dou nota      e até hoje eu lembro de ti e ainda sonho que um dia você vem     ainda me lembro da primeira vez quando te abracei e te beijei  foi tão gostosa aquela sensação mexeu meu coração eu flutuei  meu coração estava acelerado e eu gaguejando fui com fé  e falei baixo no seu ouvido que você seria minha mulher     igual a você eu sei que não tem  de   a    te dou nota      e até hoje eu lembro de ti e ainda sonho que um dia você vem    ","pagode"
"729","matadinha de saudade - ao vivo","grupo menos é mais","pagode","amor  eu sei que a gente terminou mas é que hoje a danada da saudade  não bateu  espancou pra amor da vida a gente não deu certo mas pro amor da cama  a gente é sucesso deixa eu te explicar o que eu quero a gente volta  sem voltar se pega só pra relembrar e é só a matadinha de saudade é é só a matadinha de saudade a gente volta  sem voltar se pega só pra relembrar e é só a matadinha de saudade é é só a matadinha de saudade","pagode"
"730","vou querer de novo - ao vivo","thiaguinho","pagode","um simples toque e de repente aconteceu como é que pode agora eu sou todinho seu logo eu  mas o tal do love me envolveu é muita sorte o amor juntar você e eu curte pagode agora você me prendeu logo eu  mas o tal do love me envolveu tudo que você faz é bom gosto de você sem nada debaixo do edredom no calor da madrugada quando rola aquele som nosso movimento encaixa a nossa vibe do nada bateu se der vontade me chama que eu vou querer de novo  de novo  de novo vou querer de novo  de novo  de novo agora a night é só você e eu tá na maldade me chama que eu vou querer de novo  de novo  de novo eu vou querer de novo  de novo  de novo lá lá laia lá laia lá laia lá lá laia lá me chama que eu vou querer de novo  de novo  de novo eu vou querer de novo  de novo  de novo","pagode"
"731","promessas - ao vivo","sorriso maroto","pagode","eu já te conheço é fácil de notar fica transparente vendo o seu olhar o que esta passando na sua cabeça estão fazendo intrigas pra nos separar quem não me conhece não pode falar isso é inveja tente reparar nunca dei motivos pra desconfiar se eu não estivesse com você estaria sem ninguém e faço promessas pra te provar  te provar prometo ser fiel a você  te amar com o fogo da paixão não quero mais ninguém pode crer e deixo tudo em suas mãos avise à quem queira saber que esse amor é pra durar pra sempre","pagode"
"732","sou pagodeiro (love yourself) - ao vivo","dilsinho","pagode","você não sabe o quanto que eu te amei e quantas vezes ficar junto eu tentei não vem falar bebê que eu não te avisei  né você não muda e eu quase mudei nosso amor gostoso era tão bom que eu relevava quase tudo pra sentir seu beijo pra te dar um cheiro meus amigos me falando irmão ninguém no bairro te reconhece demorei pra ver  né  quem meu ex amor é você quer só like  curtida e coração me ama on line mas off line não quer mudar meu jeito de ser eu não sou um cara gourmet foi mal mozão você não pegou a visão quer namorar belê não rola não porque eu sou pagodeiro e tu não é vinho rosé belê até que é bom mas eu quero cerveja e tu não quer","pagode"
"733","reinventar / pra ver o sol brilhar - ao vivo","belo","pagode","diz que já é tarde que não tem mais jeito mas eu não aceito a decisão do teu coração em partir sem tua metade sou tão imperfeito tudo tem um jeito  coração sei que a gente pode sorrir juro que vou me conter juro nunca mais errar como eu quero te mostrar o milagre do amor você me fez mudar tão bom te amar te amar recomeçar sem me esconder atrás de um ditador existe um grande amor eu sempre fui apaixonado por você reinventar resplandecer o que não apagou em mim  nada mudou eu sei que o sonho ainda pode acontecer pode acontecer bem que podia acreditar te vejo e falta o ar meus olhos podem ver o amor acontecer e não é ilusão segure a minha mão e vamos viajar pra ver o sol brilhar pra gente primeiro  a gente se apaixonou segundo passo  foi te convencer que o amor que eu sinto aqui é tão real e eu não quero mais te ver sofrer me dê a chance de te proteger te abraçar e te fazer feliz eu descobri que a vida é mais e com você  eu vou além não vou ficar mais com ninguém bem que podia acreditar te vejo e falta o ar meus olhos podem ver o amor acontecer e não é ilusão segure a minha mão e vamos viajar pra ver o sol brilhar pra gente bem que podia acreditar te vejo e falta o ar meus olhos podem ver o amor acontecer e não é ilusão segure a minha mão e vamos viajar","pagode"
"734","nosso amor quer paz - ao vivo","péricles","pagode","a gente dá um jeito começa do zero de novo eu faço minha parte prometo se você não ouvir os outros a gente tá brigando à toa então vamos ficar de boa por favor  por nosso amor eu não tô aguentando mais viver assim é tão ruim você também não tá em paz sem mim esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz o nosso amor quer paz a gente dá um jeito começa do zero de novo eu faço minha parte prometo se você não ouvir os outros a gente tá brigando à toa então vamos ficar de boa por favor  por nosso amor eu não tô aguentando mais viver assim  é tão ruim você também não tá em paz sem mim esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz o nosso amor quer paz esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz esquece tudo que aconteceu porque a gente se ama demais não vê que a vida ainda têm planos pra você e eu se a razão quer guerra  o nosso amor quer paz o nosso amor quer paz","pagode"
"735","me olha nos olhos / futuro prometido / não tem perdão - ao vivo","sorriso maroto","pagode","sedução pode fazer mal pro coração pode despertar uma ilusão e fazer sofrer me entreguei  confiei no seu amor juro que me dediquei você nem ligou  glória groove  seduziu  mas não quis se envolver nunca me levou a sério então eu resolvi te esquecer  te esquecer mas depois algo me surpreendeu uma lágrima caiu dos seus olhos quando eu te disse adeus me olha nos olhos e diz que então me quer olha nos olhos e diz seu coração tá querendo falar me olha nos olhos e diz me olha nos olhos e diz que então me quer olha nos olhos e diz seu coração tá querendo falar me olha nos olhos e diz seu coração tá querendo me olha nos olhos e diz a lua que prometi está ali e o sol só amanhã minha vida ao seus pés a flor que eu te prometi está ali guardada pra te dar e você nem sei  não vi e o futuro prometido eu vim cobrar você jurou me amar e me fazer feliz rasguei os planos foi engano eu me envolver por um coração cigano  leviano que me fez sofrer a casa que eu prometi está ali esperando o amanhã minha vida aos seus pés  se é pra viver um grande amor  o anel que eu prometi está ali guardado pra te dar e você nem sei não vi e o futuro prometido eu vim cobrar você jurou me amar e me fazer feliz rasguei os planos foi engano eu me envolver por um coração cigano  leviano que me fez sofrer rasguei os planos foi engano eu me envolver por um coração cigano  leviano que me fez sofrer sem mágoas seguirei em paz mas não vou dizer não amarei nunca mais meu coração é sempre capaz de amar  rasguei os planos   foi engano  eu me envolver por um coração cigano   leviano  que me fez sofrer rasguei os planos  foi engano  eu me envolver por um coração cigano  leviano  que me fez sofrer  sem mágoas seguirei em paz choro toda vez que entro em nosso quarto toda vez que olho no espelho toda vez que vejo o seu retrato eu não tô legal não vai ser fácil de recuperar a vontade de viver  tô sem astral por falta de você pior que nada que eu faça vai mudar sua decisão de separação eu reconheço os seus motivos está coberta de razão pra você  caso de traição não tem perdão sei que é tarde pra me arrepender inconsequente  fraco eu traí você sabemos bem quem vai sofrer hoje só deus sabe a minha dor eu tive que perder pra dar valor eu não serei  eu não serei sei que é tarde pra me arrepender inconsequente  fraco eu traí você sabemos bem quem vai sofrer hoje só deus sabe a minha dor eu tive que perder pra dar valor não serei o mesmo sem o teu amor","pagode"
